Pathway	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Terpenoid backbone biosynthesis [PATH:ko00900]	475614.9700000002	501353.8500000001	604750.6200000002	521438.6100000001	619133.4	541520.0999999999	585242.59	540823.3	346921.54000000004	454658.16000000015	515520.6400000001	442546.10000000015	548135.07	609414.2100000001	540456.3700000002	422698.3800000002	472608.44000000006	476413.7500000001	640299.76	525276.11	562133.5899999999	476950.4300000001	565582.87	508099.61	511366.97000000003	491609.64000000025	385037.80000000016	502623.08000000025	551560.8999999999	598870.9899999999	457193.00000000006	573711.4600000001	505989.6500000003	492573.5300000002	574537.93	486383.04000000015	488364.4400000001	478617.8800000002	432817.55000000005	575808.26	512808.5999999999	498828.4799999999	459398.6399999999	458631.8300000003	546274.1100000001
Tetracycline biosynthesis [PATH:ko00253]	8.0	6.0	14.0	18.0	8.0	25.0	21.0	10.0	6.0	4.0	20.0	0.0	4.0	4.0	10.0	2.0	8.0	48.0	94.0	7218.0	24.0	4518.0	14.0	24.0	6.0	6.0	10.0	8.0	0.0	9.0	8.0	22.0	4.0	7.0	0.0	6.0	2.0	14.0	22.0	16.0	10.0	18.0	6.0	16.0	12.0
Th17 cell differentiation [PATH:ko04659]	39761.5	42611.13000000001	49518.57000000001	44411.06000000003	50560.16000000002	45541.03999999999	47958.38000000001	45233.92000000001	30026.870000000014	37985.580000000016	42646.51	37973.360000000015	45744.75999999999	50004.81000000001	44908.87000000001	36693.62000000002	39794.34	38038.56000000001	52139.9	60050.77000000001	44176.8	53303.70000000001	46420.13000000001	42221.540000000015	42826.43	41480.930000000015	34031.09	41843.77	45773.54	48811.66999999997	36861.35000000001	47629.64	43069.38000000001	42152.52000000001	48354.11000000002	41777.33	41614.640000000014	36917.67000000001	36545.5	47732.11000000002	41204.62999999998	42925.5	38415.96	36550.76000000002	46120.76000000001
Thermogenesis [PATH:ko04714]	47626.4	33099.01000000002	43861.98000000002	48071.29000000001	38319.03000000001	39415.06	37020.89	36365.05	31007.360000000004	39665.77999999999	46052.37	40709.51	28070.529999999995	32000.580000000016	31866.860000000015	31562.120000000014	35464.34000000001	43240.33	42881.86000000001	135208.64999999994	36347.369999999995	131658.93	36803.88000000001	35775.84	35932.679999999986	30351.600000000013	37124.68000000001	45194.68000000001	36621.840000000004	37340.68999999997	33773.15	27012.0	45072.52000000001	38720.28000000001	35036.69000000002	33404.56000000001	44104.720000000016	25962.17	35228.53	28612.12000000001	26798.98	28193.43	28001.329999999984	34834.79000000002	29124.26000000001
Thiamine metabolism [PATH:ko00730]	422032.5100000002	441799.5600000001	490855.91000000003	427057.9700000001	494006.29000000015	449798.21999999986	465842.34000000014	447207.3100000001	299059.81	382749.79000000004	410734.24	373463.59	483700.26	476160.5800000003	469422.77000000025	400058.2200000002	401971.26999999996	396899.74	529638.0199999999	672128.2800000003	457098.72	611285.2500000001	451135.18000000005	420356.67	445905.83999999997	439273.8600000002	369292.94	417083.61	446282.6	469838.43999999977	383830.6100000001	522856.59	467827.6300000002	446493.44000000006	522964.7800000001	457810.3300000001	420525.3300000001	436169.9300000001	386406.66000000003	495389.13000000006	450774.43000000005	487783.15	451067.83999999997	463279.54000000015	482944.4100000002
Thyroid hormone signaling pathway [PATH:ko04919]	111912.31000000004	131142.96000000002	169276.83000000002	136996.13000000006	175041.21	149268.19999999998	167113.73000000007	145809.25000000006	81214.84000000001	117963.91000000002	131189.84	109504.56000000004	153926.59000000005	171068.24	147712.06999999998	107424.05000000003	118907.43	120727.07000000002	182520.83	110074.33	151148.53999999995	99703.93	154708.75	133291.91000000006	132681.13	132762.13000000006	90608.04000000002	124775.43	155554.33000000002	170541.51999999993	110989.78000000004	159784.1	128171.92000000006	126209.43000000005	149538.30000000002	131252.94000000006	119291.29000000007	107695.22000000002	102432.71	158909.3	125976.04	128624.86999999998	114585.98999999998	102538.93000000008	144721.21000000002
Thyroid hormone synthesis [PATH:ko04918]	4446.75	6043.93	4368.5199999999995	7488.57	3318.49	6527.150000000002	4042.34	4214.49	5591.07	4839.5599999999995	2348.54	7802.560000000002	3768.85	3776.97	3715.02	8277.779999999999	6056.140000000002	7307.84	4027.33	36371.38	5757.1	35676.63	4733.99	5662.17	7186.24	3932.96	7704.269999999998	7177.86	3904.8600000000015	2911.5200000000013	7849.59	8914.35	11494.1	11256.589999999998	15489.23	9693.65	11049.789999999999	10238.54	7952.0599999999995	7388.75	7443.0599999999995	8595.26	9562.61	10532.529999999999	7997.700000000001
Toll and Imd signaling pathway [PATH:ko04624]	24.0	9.0	6.0	17.0	0.0	11.0	0.0	13.0	4.0	14.0	11.0	10.0	6.0	3.0	6.0	4.0	19.0	108.0	43.0	0.0	15.0	0.0	3.0	3.0	5.0	23.0	74.0	109.0	10.0	13.0	8.0	8.0	3.0	7.0	0.0	4.0	4.0	5.0	11.0	9.0	10.0	7.0	6.0	2.0	5.0
Toluene degradation [PATH:ko00623]	109.0	1134.8000000000004	805.66	1503.66	408.5	1599.95	676.79	316.34	50.16	230.23	55.34	575.0	345.34	152.66	692.16	55.66	234.09	885.87	532.3	8100.43	849.45	11908.71	35.66	32.0	249.66	67.0	1490.86	572.6600000000002	86.34	98.91	134.0	97.66	265.48	317.34	382.16	274.0	445.64	160.34	182.66	169.5	115.8	420.84	275.66	573.0	317.0
Toxoplasmosis [PATH:ko05145]	897.0	1823.58	1695.5	2297.0	1479.5	2398.0	1506.17	1414.0	253.5	1066.67	1681.08	885.3299999999997	1057.0	1683.0	1994.0	719.0	639.0	1474.58	1973.83	421.0	885.0	58.5	942.0	1040.0	987.0	1229.0	1788.92	1114.0	1058.0	765.0	528.9200000000001	139.0	362.0	376.0	495.5	307.75	496.5	499.5	609.0	556.0	325.0	469.0	421.92	704.33	417.5
Transcription	86663.65000000002	107706.76000000002	112841.99000000005	88691.84000000004	115278.61000000002	100934.6	103173.36000000002	96240.48000000001	53540.15000000002	79919.92000000001	81976.45999999999	87003.42000000003	123653.79999999997	112179.00000000001	112928.23000000003	74627.59000000003	84955.30000000002	91478.77000000002	125360.60000000002	122319.82000000002	111496.38	126327.76000000002	92316.87000000001	86617.37	94073.17000000001	98855.99000000005	67688.17000000003	84583.68000000002	97041.98999999999	112556.49999999994	74379.25000000003	114042.19	99705.61	100824.70000000001	115585.49000000005	109323.18000000005	83328.17000000001	86704.91	76326.78000000003	109303.66	92086.85000000003	99289.99999999999	85916.62	98079.73000000004	106575.21000000005
Transcription factors [BR:ko03000]	1744727.7099999997	2068513.5499999998	2519612.5900000026	1964664.070000001	2636417.490000001	2210469.4900000044	2450159.2700000014	2249600.3999999985	1151136.2899999996	1760386.4700000002	2004535.1099999994	1694243.9600000011	2458918.819999997	2589416.1700000027	2338840.6500000046	1577871.8799999992	1769680.8700000008	1853690.9000000015	2779859.309999999	1751892.9300000009	2346036.1300000045	1737968.7099999988	2284505.430000001	1983770.6300000006	1998133.8199999991	2112047.770000001	1291034.9399999995	1824676.9400000002	2328102.179999998	2567942.4600000014	1628213.4300000006	2392099.6000000034	1774918.8700000013	1947839.7199999988	2138530.050000002	2013935.7700000005	1731014.7899999989	1655966.18	1546251.1199999994	2370772.3800000004	1891395.3800000004	1972304.8999999987	1710686.5100000007	1528239.4400000006	2171073.9099999997
Transcription machinery [BR:ko03021]	1016380.8600000001	1097889.2100000002	1313018.9399999995	1116517.65	1360167.4600000002	1169552.82	1265800.8300000003	1172816.2700000003	720483.6099999999	979891.1799999999	1100087.31	947505.9899999998	1208689.7099999995	1336190.7000000002	1187110.3000000005	902827.6399999999	1014488.46	1015945.3300000005	1387442.8800000001	1029256.3400000001	1219495.1900000009	970259.75	1225957.8399999994	1103597.14	1109754.0199999998	1077756.3800000001	825274.89	1065512.8999999997	1205461.6799999992	1314236.64	960754.3099999996	1240347.7800000007	1111725.1600000004	1076340.6900000004	1278420.2900000005	1101094.3399999999	1049752.7200000002	990981.3499999999	925437.4400000004	1249828.0100000002	1087377.2500000005	1076622.4800000004	973313.6499999999	949914.2999999998	1183353.2399999998
Transfer RNA biogenesis [BR:ko03016]	2304858.250000002	2464170.330000002	2876782.710000002	2518382.4300000016	2925113.680000001	2608601.9800000023	2759902.379999999	2592827.0400000005	1692506.5400000024	2194815.3800000004	2441917.5099999993	2168463.4399999995	2677607.879999997	2883137.9200000004	2635644.7400000044	2111820.98	2285161.1299999994	2307004.8200000026	3059900.8699999987	2837026.129999999	2691494.760000001	2684243.0500000007	2676824.740000003	2433043.1000000024	2486718.410000001	2406489.430000002	1943288.2000000027	2439546.440000002	2613511.1199999955	2817607.5100000035	2209523.7800000017	2822271.020000001	2470221.5900000017	2455786.8000000003	2834959.9800000037	2425965.2700000014	2398879.2199999993	2376322.66	2142674.309999998	2802121.5300000017	2504362.2799999993	2523077.3599999975	2330184.4200000004	2305679.8800000027	2691115.5000000005
Translation	36028.810000000005	44683.86000000001	52634.21000000001	42371.970000000016	54857.47000000002	45526.91	50785.259999999995	47542.98000000002	27512.5	37241.740000000005	42196.3	32487.62000000001	46733.33	53744.74000000001	47731.38000000002	37368.37000000002	38440.72	41303.88000000002	53584.470000000016	6135.360000000001	51819.609999999986	5016.83	49376.98	44173.66	45718.009999999995	43119.040000000015	30266.76000000001	40168.51	46424.16	51579.419999999984	40346.74000000002	48657.03	49475.250000000015	40284.860000000015	52608.640000000014	42301.770000000004	40011.850000000006	46226.3	36128.97	49832.15	47144.1	46714.15	40068.02	48228.55000000002	49887.78000000001
Translation factors [BR:ko03012]	613704.8500000002	661044.3800000002	768706.7400000002	676185.89	776524.2600000004	697161.9699999997	731565.68	688901.9100000004	456307.6800000002	587849.3400000003	647692.1499999999	588038.34	719540.23	763358.81	703554.0700000001	566951.92	610519.2000000002	621928.3700000001	816874.56	789222.1700000003	717780.1699999998	749374.7600000001	706966.2900000002	645315.5599999999	661032.25	643003.0400000004	522345.3200000002	655594.6999999998	692457.0900000003	749794.3999999993	595474.72	749740.7099999997	669276.1800000005	663481.5400000003	765552.31	660448.5200000003	646203.5800000002	644301.9300000002	578479.5400000002	747986.5599999999	670277.4300000004	672425.1800000003	622848.2499999999	636217.41	720998.6000000002
Transport	341102.71	416271.42000000004	469742.83000000013	412576.2800000001	473466.23000000016	432216.2299999999	471397.87	391218.53	267087.05000000005	356242.8000000001	345813.05000000005	355581.0000000002	468738.1799999999	470557.95000000007	445168.86	358254.74000000017	359613.5800000001	417146.3600000001	517272.3400000001	798121.8300000002	462344.03	738877.8200000001	397367.5	374812.17999999993	418605.91	388426.3700000001	332441.74	390798.39000000013	398473.76999999984	456326.13999999984	348673.3800000002	515499.49	383121.2	404399.06	451393.3900000001	417760.27	392493.37000000005	392945.79000000004	333695.2900000001	478619.50000000006	401970.09	445618.25	431439.05000000005	384438.28000000014	455620.6400000001
Transporters [BR:ko02000]	8630119.399999993	10468764.630000044	11915324.100000028	9423278.840000026	12468128.959999997	10718239.719999924	11683979.1899999	10642604.709999962	5685142.13000002	8346916.800000051	9319057.689999992	8431860.660000011	12544112.929999959	12305216.940000037	11783517.16000001	7963968.180000029	8529761.899999954	8978148.36	13547803.12000011	9984467.32999995	10998769.279999897	9619001.43000003	10437800.630000057	9252434.89	9755096.790000036	10446276.219999986	6479606.280000048	8640029.360000025	10667437.839999992	12122816.42000005	7917359.980000018	12023788.299999999	8523372.609999958	9873446.889999982	10246907.270000042	10344935.769999972	8410725.36999995	8629252.329999998	7687213.850000047	11723160.19000004	9321849.310000012	10061456.459999982	8774131.560000014	8146894.460000011	10920734.820000008
Tropane	83526.24000000002	90049.52000000002	103746.99000000003	97087.80000000003	104246.27000000003	97466.21999999997	100384.9	95619.99000000002	65502.64000000002	82729.07	92217.84999999999	84322.61000000002	96414.61	105067.33000000003	95239.92000000003	76781.50000000001	84302.13999999998	83912.37000000001	111326.83	174625.58000000002	95338.39999999998	159875.36000000004	98075.59000000003	90007.45	92541.14000000001	88028.19000000002	75774.53000000001	91912.98000000001	94029.98999999999	101803.48999999995	78850.50000000003	100497.08	92227.80000000002	91376.07000000002	102024.91000000005	89684.26000000001	90700.90000000002	78504.96000000002	81580.27000000003	99614.70000000001	86792.01000000001	92830.0	84688.91	78357.91000000002	98542.06000000003
Tryptophan metabolism [PATH:ko00380]	95608.03000000001	120035.25	123232.54000000002	111400.92000000001	125848.93000000002	116547.8	120849.07999999997	106546.01000000001	67013.97	90303.95	98388.59000000001	93656.62000000002	123054.43	123797.57000000004	121420.13	86084.89000000001	89773.00999999998	106669.48000000001	127989.61999999998	189519.72	118415.86999999997	171479.39	101497.04000000002	93597.77	108864.36000000002	102739.17000000001	84111.35000000002	97147.63	97466.69	122440.57999999999	82043.26000000001	110555.62000000001	99383.55000000002	96904.07999999999	105355.35000000002	106763.59999999998	89834.22000000002	89317.43000000002	82913.18000000002	109689.18000000002	96213.99	105124.08	88330.46	99791.23000000003	113533.90999999999
Tuberculosis [PATH:ko05152]	129103.97000000003	137490.76000000004	155769.10000000003	138480.43000000005	158177.91000000003	143502.01	147807.66	143970.05000000005	91180.55000000005	118079.84000000003	136200.18	120027.56000000006	149949.62	155070.78000000003	147522.02000000002	116084.67000000001	123570.49999999997	125706.88000000003	169001.43	170712.55000000005	143643.48999999996	161648.18000000005	143224.58000000002	130984.20000000001	134040.84	134762.20000000004	107199.47000000006	132711.89	141080.32	151158.68999999992	118822.34	149687.12	132405.50000000006	133974.56000000006	149745.37000000002	133026.00000000006	127098.63000000003	130027.28000000003	115791.91000000003	149761.61000000002	134791.5	136326.49	124931.23	129440.69000000006	145498.96000000002
Two-component system [BR:ko02022]	1039200.8200000003	1140627.69	1398810.05	1095123.1700000006	1511155.8600000008	1248824.4099999997	1366824.9199999995	1251806.1400000001	605791.5199999997	961599.8800000004	1155664.5699999996	917273.4099999997	1402707.74	1530872.8900000001	1367754.2600000002	827476.0800000002	937809.34	1019283.2099999997	1537210.67	784348.6199999999	1285224.2299999995	827794.5099999998	1274787.07	1085550.4699999997	1063021.45	1178140.4700000004	678943.5899999999	982202.1800000002	1315493.5799999996	1481356.2399999995	858522.4000000001	1355409.9600000004	883612.7100000003	1038484.9299999999	1108464.5	1086036.2000000007	892400.0200000005	840398.0000000001	824306.6800000002	1325106.5899999999	1000331.4899999998	1100726.79	930380.74	730607.1600000001	1239372.68
Two-component system [PATH:ko02020]	2166013.5500000007	2233710.209999999	2668620.3300000015	2184565.0300000003	2820000.9500000016	2423085.1299999994	2620920.0000000014	2438849.3100000005	1290952.8099999984	1901739.7399999998	2305947.5000000005	1860844.780000002	2630598.4399999995	2814876.9600000014	2598531.840000001	1719727.0999999999	1890790.4400000009	2013287.920000002	2942237.0400000024	2247831.370000001	2473578.2000000007	2245777.0599999996	2456637.6000000006	2135145.6200000006	2142527.920000001	2295327.7500000005	1469860.9399999997	2010996.91	2502610.7000000007	2739569.8599999994	1802624.209999999	2679458.5800000015	1898453.7700000014	2106664.4800000014	2320268.14	2205407.220000001	1893848.9400000006	1811701.930000001	1741307.9900000005	2570272.4900000007	2051764.2400000007	2344463.4400000013	2009764.0799999991	1764548.1400000018	2487220.369999999
Type I diabetes mellitus [PATH:ko04940]	42119.640000000014	46174.74000000002	52728.92000000001	49105.710000000014	51395.790000000015	48506.13	49045.39	48498.48000000001	36793.76000000002	42956.360000000015	46351.259999999995	42608.49000000001	48562.02	50883.52000000001	47484.15000000001	42688.729999999996	44950.06	45074.70000000001	56382.68	83568.38	49490.90999999999	83910.20000000001	49509.3	45320.66	46378.99	45198.070000000014	40151.87000000002	49260.060000000005	47011.35	50433.00999999997	44775.9	50855.18	47651.69000000002	47803.070000000014	53393.610000000015	46951.95000000002	48549.960000000014	47323.60000000002	44027.45000000001	51782.51	48274.740000000005	46125.01	44008.79	45852.76000000002	50271.24000000001
Type II diabetes mellitus [PATH:ko04930]	41899.320000000014	44766.80000000002	51585.59000000002	46211.89000000002	51698.32000000002	47273.94	49527.67000000001	47008.92000000001	31594.79	39525.890000000014	44283.95	39809.87000000002	47496.08999999999	51019.09000000002	46525.72000000002	37949.63000000001	41280.83	41456.159999999996	53956.28000000001	74160.59	47742.37	68245.85	47511.77	43887.87	44639.51000000001	42993.63000000001	35582.630000000005	44284.59000000001	46800.78999999999	49692.38999999996	39652.59	48773.07	44500.98000000001	43189.210000000014	50117.28000000001	42507.110000000015	42847.35000000001	42484.770000000004	38153.97	49344.61000000001	44419.20999999999	43555.98	40556.76	41885.940000000046	47341.400000000016
Tyrosine metabolism [PATH:ko00350]	107583.73000000001	127578.71000000002	140852.8	128021.06000000004	139049.84	133040.6199999999	141954.55999999994	120072.17000000003	83587.34000000003	108030.21000000006	110216.91	113121.58000000002	139608.56000000003	140480.72	134861.49	106635.24	108216.27999999991	125807.89000000009	154143.2200000001	229927.11	137938.29999999996	203854.38999999996	118951.56000000004	113431.06999999999	128128.06000000001	118031.62000000001	103090.67000000003	117394.97	119984.29999999997	131769.68000000005	107124.22000000002	155816.47999999998	118809.81000000003	125501.69	140006.55000000005	130624.8	120588.10000000002	120327.46	108996.51000000004	137621.57000000004	119397.84000000001	150675.84000000003	139767.42999999996	129269.21	146665.82000000004
