function	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
K15629	CYP152A; fatty-acid peroxygenase [EC:1.11.2.4]	21.0	30.16	30.83	18.340000000000003	17.669999999999995	41.66	24.5	13.82	10.01	16.339999999999996	17.67	5.65	5.66	34.83	16.17	10.84	14.01	15.01	39.17	13.0	9.83	41.0	64.00999999999999	65.67999999999999	50.17	146.32999999999996	50.5	42.5	40.67	40.0	32.68	32.83	26.51	34.01	29.67	24.67	23.33	48.84	26.18000000000001	24.01	30.840000000000003	34.34	24.340000000000003	16.67	15.66	43.51	59.01
K15633	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	38415.92000000002	28546.28	27088.4	34566.090000000004	33343.00000000002	30478.8	35909.66	34537.85000000001	32571.64000000001	34649.119999999995	24705.22000000001	33465.900000000016	29570.499999999985	35441.27000000001	34120.73	33727.540000000015	29755.11000000001	23888.439999999995	34389.119999999995	27124.55000000001	33605.73000000002	31202.09	29508.53000000001	31297.550000000007	35071.76	30664.57000000001	27933.640000000014	25769.060000000016	29958.3	36922.110000000015	36899.540000000015	37624.76000000002	37062.710000000014	33483.700000000004	29049.69000000001	32499.629999999994	31692.130000000016	31713.94	27412.739999999994	23772.32999999999	39567.79	29120.2	17905.76	33593.939999999995	42372.62000000002	37892.37999999998	30935.900000000005
K15634	gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]	69523.83000000003	54290.85	50245.06000000003	59189.07000000002	70721.82000000004	46830.67000000001	64293.35999999999	63760.34000000003	57642.53000000001	67931.9	41383.81000000002	59006.90000000003	54291.51	70410.08000000003	67425.33000000003	58174.150000000016	51741.71000000001	39946.679999999986	68164.44	43303.430000000015	73469.22000000003	59633.33000000003	51436.29000000001	61047.15	68206.63	51321.89	47952.56000000002	36770.60000000001	55886.72000000002	70911.15000000001	68573.92	67897.89000000001	71544.69000000003	64286.97	55280.34	46834.59	40052.20000000001	53343.67000000001	44635.1	44663.99000000001	74540.56	49767.51000000001	30962.920000000016	60619.10999999999	82349.35999999999	72945.16999999997	47638.23000000001
K15635	apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	30477.080000000016	19503.61	16018.35	24758.320000000003	22594.57000000001	14913.72	23264.13	22029.94	22922.970000000005	27119.630000000005	12737.46	20877.6	16181.690000000002	21834.320000000007	18109.58000000001	18388.27	16972.14	14072.57	25549.94000000001	16256.919999999998	21034.60000000001	20474.460000000006	18155.44	20165.42	25756.959999999995	19629.36	15429.53	12407.64	18482.870000000006	29039.330000000016	27881.27000000001	28770.910000000003	27650.95	23725.44	20363.98	14922.32	10681.24	17274.939999999995	10769.65	14750.27	30287.330000000005	16782.409999999996	8831.439999999999	24935.660000000003	34216.810000000005	29515.699999999993	17187.41
K15642	mxaD; myxalamid-type polyketide synthase MxaD	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0
K15650	cmaB; non-haem Fe2+, alpha-ketoglutarate-dependent halogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12	0.0	0.0	0.12	1.62	1.38	1.5	1.38	1.12	1.38	0.75	0.88	0.25	0.12	0.25	0.38	0.38	0.5	0.12	0.12	0.12	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.25
K15654	srfAA, lchAA; surfactin family lipopeptide synthetase A	0.0	0.0	0.0	0.0	0.0	0.0	7.709999999999999	4.71	0.0	0.0	1.79	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.5	1.5	16.5	25.5	6.92	2.5	7.37	1.5	0.5	2.5	0.0	4.42
K15667	K15667, ppsD, fenA; fengycin family lipopeptide synthetase D	2.33	5.67	11.0	3.33	4.33	3.0	8.14	8.47	2.0	4.67	8.86	2.67	8.0	3.0	1.33	3.33	3.67	5.33	7.67	5.33	6.33	1.33	2.33	4.67	2.0	5.0	8.33	5.0	7.0	0.33	1.33	2.0	1.67	3.33	5.0	11.33	13.0	348.33	559.6700000000002	672.61	251.0	1123.58	320.33	11.0	20.0	10.33	23.95
K15669	hddC; D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]	4066.5	4242.66	8970.83	1801.34	8270.67	2168.66	5689.0	6112.82	3311.01	4278.84	3398.17	6672.15	5398.66	8819.83	8326.17	5161.34	6244.51	2560.01	6627.17	2177.5	11611.83	6623.0	4523.51	7013.18	7360.67	5741.33	5823.0	3655.5	3886.67	6156.5	5229.68	3893.83	8102.01	5383.01	6152.67	3159.17	1402.83	3549.34	2686.6800000000007	4917.51	8285.84	6368.34	2794.84	3694.17	7381.66	6230.01	2714.01
K15721	fyuA; pesticin/yersiniabactin receptor	11.09	20.08	18.64	11.28	19.7	27.43	0.98	9.62	1.42	2.68	2.99	4.7200000000000015	10.28	6.75	16.09	31.22	14.2	23.67	17.789999999999996	26.47	30.08	27.69	2.22	6.49	1.44	3.84	3.68	6.0	11.38	4.3100000000000005	8.49	21.19	15.98	20.58	13.689999999999998	23.130000000000006	29.56	23.6	0.14	5.6	0.94	2.370000000000001	2.2	4.48	6.12	5.35	0.42
K15722	cedA; cell division activator	23.380000000000006	35.07	48.21	36.49999999999999	31.89	53.37	26.81	39.25999999999999	30.689999999999994	28.67	47.86000000000001	55.61	39.18	37.08	71.11999999999998	94.92	80.54	87.00999999999998	111.85	144.95000000000005	76.67999999999998	90.63	49.1	64.52	40.9	48.24	62.09	74.78999999999998	58.19	31.47	31.87	46.56	41.2	41.89	46.95	81.3	68.43	64.03999999999999	19.84	18.8	25.35	20.24	23.07	32.5	14.439999999999996	27.770000000000003	37.8
K15723	syd; SecY interacting protein Syd	48.38	73.07	89.88000000000002	73.5	67.56	103.37	32.309999999999995	92.26	37.02	37.67	61.86	76.78	67.18	50.74999999999999	74.11999999999998	157.42	91.04	99.34	131.18000000000004	175.62000000000003	104.35	105.96	53.77	110.85	50.23	55.91	78.09	86.28999999999998	82.86	40.47000000000001	37.54	78.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	93.43	74.71000000000002	21.84	55.63	32.35	31.91	33.4	38.33	27.110000000000007	39.44	38.13
K15724	erpA; iron-sulfur cluster insertion protein	111.38	167.61	269.36	176.1	97.25	171.83999999999997	68.28	108.26	83.41999999999999	81.92000000000002	166.26	162.42	107.05000000000004	81.55	119.65	211.75	166.14	201.38	236.78	316.7600000000001	146.7	155.59000000000003	115.92	183.1	134.38	127.11	211.39	186.96	127.96	63.73	63.83999999999999	92.89	91.78	101.89	154.55	373.48	449.83	146.71	1183.91	97.55	72.6	194.08	206.37	147.29999999999995	103.28000000000002	235.88	185.53
K15725	czcC; outer membrane protein, cobalt-zinc-cadmium efflux system	142.77	204.52	424.97	222.52	141.48000000000005	140.3	113.4	122.5	129.1	122.3	231.8	159.19	85.89	79.45	108.9	146.45000000000005	142.7	237.07	185.41	244.52	67.58000000000001	116.17	148.32	171.88	200.45	361.13	278.1	202.24	162.07	119.31	116.18	85.62	173.25	125.24	228.28	141.23000000000005	52.42	99.0	93.09	89.79	101.5	132.37	124.27	112.39	22.67	43.74	107.92
K15726	czcA; cobalt-zinc-cadmium resistance protein CzcA	774.27	1116.02	1636.32	1568.72	951.23	1123.8000000000004	1218.65	690.0	605.3	759.05	1195.0	804.5899999999998	1098.39	730.2	756.9499999999998	683.8000000000002	716.35	1452.4700000000007	976.66	1581.97	755.7800000000002	1280.6699999999996	1501.9699999999998	1106.83	707.1500000000002	2180.13	1058.3000000000004	966.79	1369.22	701.0600000000003	672.7800000000002	458.17	602.25	867.74	848.2800000000002	1454.38	1058.42	901.5	627.0899999999998	1326.39	439.25	617.87	893.52	928.14	320.42	742.24	1122.42
K15727	czcB; membrane fusion protein, cobalt-zinc-cadmium efflux system	647.77	1028.52	1298.8200000000004	1187.72	813.73	1038.8000000000004	1045.15	647.0	583.8	684.05	1050.5	734.0899999999998	1008.89	694.7	702.4499999999998	659.8000000000002	671.8499999999998	1351.9700000000005	874.6600000000002	1470.47	699.7800000000002	1185.17	1392.4699999999998	1038.33	678.1500000000002	1813.13	910.8	888.79	1244.7199999999998	588.5600000000002	587.2800000000002	386.17	513.75	801.24	735.7800000000002	1211.88	911.42	716.0	500.09	1134.89	414.25	551.87	711.52	784.14	280.42	653.2399999999999	974.42
K15731	CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
K15733	E1.11.1.19; dye decolorizing peroxidase [EC:1.11.1.19]	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	7.0	9.0	8.0	3.0	6.0	5.0	0.0
K15735	csiR; GntR family transcriptional regulator, carbon starvation induced regulator	30.43	44.93	46.84	41.93	37.92	70.00000000000001	6.43	60.24	12.119999999999996	15.42	17.91	25.31	29.59	24.99	31.71	100.12	38.97	39.63	49.15999999999999	73.51	54.1	59.67999999999999	5.64	47.81	13.91	13.33	21.35	17.0	28.26	16.869999999999994	7.75	39.06	18.45	18.08	13.939999999999998	15.21	28.06	21.640000000000004	3.47	41.71	11.67	15.79	11.87	10.249999999999998	14.11	23.89	2.0
K15736	lhgO; L-2-hydroxyglutarate oxidase [EC:1.1.3.-]	5.43	6.9300000000000015	7.17	4.93	18.250000000000004	20.0	1.4300000000000002	10.239999999999998	5.79	6.42	3.91	5.6400000000000015	23.59	11.32	28.71	43.12	28.97	27.3	29.83	43.84	46.43	44.35	0.97	5.48	4.58	5.66	5.35	8.0	19.59	7.87	2.08	8.729999999999999	10.12	4.75	1.27	10.88	23.06	10.97	1.47	5.38	6.670000000000001	4.12	1.54	4.920000000000001	11.439999999999998	12.22	1.67
K15737	csiD; protein CsiD	5.43	6.9300000000000015	6.17	4.93	10.25	20.0	1.4300000000000002	10.239999999999998	5.79	6.42	3.91	5.6400000000000015	12.590000000000002	11.32	28.71	43.12	28.97	27.3	29.83	43.84	36.43	44.35	0.97	5.48	4.58	5.66	5.35	7.0	11.59	7.87	2.08	8.729999999999999	10.12	4.75	1.27	10.88	13.06	10.97	1.47	5.38	5.670000000000001	4.12	1.54	4.920000000000001	6.44	12.22	1.67
K15738	uup; ABC transport system ATP-binding/permease protein	34487.75000000002	26052.28	21584.8	30578.19	28334.37000000002	22395.13999999999	30180.86	27686.92000000001	29746.370000000014	32266.22	20886.290000000005	28408.730000000014	26039.25999999999	30782.21000000001	28459.83000000001	28776.27000000001	23212.91000000001	22115.37999999999	31436.750000000004	23762.9	27502.74000000001	28590.42	26759.16000000001	26619.25	31282.57	26399.93000000001	22415.23000000001	17997.25000000001	27827.36	33416.09000000001	32523.52000000001	33558.10000000001	32289.17	29171.680000000004	25337.450000000004	28726.8	27543.63000000001	26990.830000000005	21638.95	19882.59	35908.740000000005	23854.949999999993	14427.86	31687.980000000003	39632.70000000002	35990.029999999984	27319.480000000003
K15739	vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]	31.5	35.5	58.0	35.0	13.0	20.0	16.5	56.0	43.0	14.5	34.5	38.5	1.0	16.0	18.0	35.5	38.5	14.0	44.0	52.5	3.0	12.0	56.5	102.5	58.5	56.0	77.5	81.0	39.0	20.5	29.0	53.0	44.5	42.0	68.0	55.5	19.5	37.5	23.5	64.5	60.0	35.0	42.5	43.5	8.0	24.5	7.0
K15746	crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]	103.0	58.0	96.0	285.0	46.0	22.0	127.0	24.0	13.0	80.0	41.0	22.0	33.0	17.0	33.0	7.0	35.0	75.0	44.0	26.0	34.0	47.0	57.0	34.0	13.0	259.0	48.0	45.0	39.0	45.0	23.0	55.0	13.0	63.0	28.0	210.0	132.0	140.0	122.0	182.0	24.0	69.0	137.0	125.0	34.0	69.0	119.0
K15770	cycB, ganO; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	47909.94000000002	27449.81	11005.31	36929.85000000001	25868.28000000001	23165.81	31144.54	28097.22000000001	38307.960000000014	44165.64000000001	15378.259999999995	21404.840000000004	20166.24	24588.52000000001	20022.720000000005	24301.78000000001	18203.52	19532.04	33649.040000000015	21841.150000000005	18278.52	24467.68	23320.02	21235.17	36228.27	24240.94	15482.820000000003	15937.02	23662.270000000004	41208.62	41764.09000000002	47081.39000000002	37772.250000000015	34241.210000000014	28178.490000000005	20061.640000000007	14847.69	19869.59999999999	13018.03	15685.02	38395.500000000015	18760.84	8487.56	35240.090000000004	50908.59000000001	43707.94	21357.19
K15771	ganP; arabinogalactan oligomer / maltooligosaccharide transport system permease protein	27159.950000000008	16035.15	7621.1399999999985	21879.520000000008	15866.29	14657.979999999998	19556.22	17187.55	21991.62000000001	24936.65	10765.28	15319.69	13176.55	15850.52	12965.399999999998	16780.120000000006	11219.870000000004	12297.21	20462.709999999995	13742.329999999998	11044.35	16306.35	15636.690000000002	13333.67	21173.44	15765.45	9865.17	9669.709999999995	14435.62	24274.96000000001	24385.76000000001	26690.560000000005	22140.24	20161.89	15752.840000000002	12063.14	9080.2	15231.46	9435.53	10714.68	26055.340000000004	13806.01	6740.24	23885.43000000001	30548.92	26840.609999999993	14665.359999999995
K15772	ganQ; arabinogalactan oligomer / maltooligosaccharide transport system permease protein	27172.950000000008	16052.820000000003	7612.1399999999985	21899.520000000008	15850.29	14616.65	19554.55	17183.55	22011.290000000008	24954.65	10806.95	15330.69	13180.22	15850.85	12961.399999999998	16792.79	11233.200000000004	12305.21	20483.709999999995	13762.0	11045.35	16298.68	15610.690000000002	13354.34	21172.77	15767.78	9891.500000000002	9680.709999999995	14425.95	24280.290000000008	24387.09000000001	26708.23000000001	22176.24	20176.89	15805.510000000002	12082.81	9082.87	15222.79	9424.53	10714.68	26059.67	13839.68	6757.57	23894.76	30549.59	26827.939999999995	14657.689999999995
K15773	hipB; HTH-type transcriptional regulator / antitoxin HipB	29.72	71.82	39.04	52.67	77.39	65.55000000000001	32.06	74.19000000000003	29.98	36.67	144.02999999999997	117.78	40.34	66.79	66.96	113.0	47.67	77.33999999999997	64.07000000000001	120.37	52.54	87.97	72.59	53.69	22.49	35.28	23.47	90.41	46.6	28.28	22.46	25.570000000000004	26.37	30.43	35.15	55.79999999999999	56.06	108.95000000000002	221.97	35.34	25.46	118.6	131.66000000000003	36.17	28.32	34.36	65.80000000000001
K15777	DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	247.38	208.93	339.53	433.44	147.76000000000005	284.32999999999987	228.78	219.58	120.93	151.76000000000005	240.43	213.57	129.71	166.71	176.98999999999995	326.09	241.15	268.7199999999999	340.78	322.5900000000001	181.03	312.7600000000001	190.93	276.78	181.05	455.94	279.39000000000004	227.45999999999995	177.13000000000005	154.23000000000005	122.35	207.72	142.79	161.39999999999995	200.22	379.98	280.16	322.0499999999999	201.09	334.56000000000006	131.94	141.92	265.71000000000004	221.97000000000008	92.94	197.39	254.54
K15778	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	608.8299999999998	289.37	242.49	488.93	597.36	283.8	250.64	635.8299999999998	358.9	305.42	183.4	309.98	207.87	255.63	179.7	432.16	194.27	160.87	272.1	178.29999999999995	380.18	102.63	164.98000000000005	271.42	457.15	338.36999999999995	173.13	191.84	115.1	708.9200000000002	761.29	891.5	588.9200000000002	409.17	404.93	332.3400000000001	357.4	922.0	2456.9100000000008	1620.75	668.75	2966.67	989.8	163.64	137.84	345.94	241.07
K15780	tilS-hprT; bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]	68.5	98.5	321.0	153.0	126.0	177.0	198.5	201.0	166.0	162.5	392.5	307.5	247.0	241.0	44.0	29.5	23.5	24.0	113.0	146.5	45.0	69.0	115.5	107.5	88.5	98.0	263.5	209.0	127.0	82.5	91.0	71.0	86.5	77.0	253.0	220.5	131.5	149.5	81.5	43.5	55.0	42.0	171.5	95.5	53.0	202.5	52.0
K15781	serB-plsC; putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]	5.0	6.0	4.5	5.0	15.5	8.0	3.0	0.5	0.0	0.0	0.0	0.0	14.0	1.5	1.0	0.5	0.5	0.5	0.0	0.0	10.5	1.0	6.0	1.0	1.5	1.0	1.0	0.0	9.0	3.0	5.0	1.0	0.5	0.0	0.0	0.5	9.5	2.0	2.0	2.5	0.5	1.0	1.0	0.0	6.0	2.0	5.0
K15782	doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes	1.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.5	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.5	1.5
K15783	doeA; ectoine hydrolase [EC:3.5.4.44]	1.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.5	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.5	1.5
K15784	doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]	1.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.5	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.5	1.5
K15785	doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	1.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.5	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.5	1.5
K15786	doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	1.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	1.5	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.5	1.5
K15790	nifQ; nitrogen fixation protein NifQ	17.71	17.6	12.87	16.73	14.05	19.45	0.0	1.0	5.53	1.0	0.33	4.33	4.74	1.0	5.61	5.62	14.1	8.969999999999997	4.91	14.58	4.85	7.25	1.25	1.34	12.51	1.98	2.0	5.0	3.39	2.07	8.66	13.58	19.130000000000006	18.08	12.42	27.75	23.5	19.08	0.0	0.8700000000000001	8.4	1.25	0.66	1.53	2.2	1.86	0.0
K15792	murEF; murE/murF fusion protein [EC:6.3.2.13 6.3.2.10]	17.5	30.0	46.5	14.5	21.0	41.0	2.0	12.0	27.5	29.0	45.0	31.0	16.0	35.0	15.0	35.0	58.0	50.0	51.5	35.5	16.5	49.0	15.0	24.0	24.0	31.0	46.0	38.5	28.0	23.0	7.0	16.0	33.0	20.0	29.0	20.0	16.0	35.0	6.0	27.0	23.0	21.0	25.0	10.0	9.0	33.0	7.0
K15827	hycB; formate hydrogenlyase subunit 2	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K15828	hycC; formate hydrogenlyase subunit 3	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K15829	hycD; formate hydrogenlyase subunit 4	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K15830	hycE; formate hydrogenlyase subunit 5	55.55	81.57	95.21	74.17000000000002	72.06	101.37	45.31	103.43000000000002	42.02	43.67	67.53	94.95	66.51	80.75000000000001	95.79	199.25	94.54	100.34	139.35000000000002	176.12000000000003	98.18	108.29000000000002	76.27	128.18	62.9	84.08	84.59	108.29	100.69	45.97000000000001	38.21	74.56	41.03	57.89	56.12000000000001	93.96	117.26000000000002	151.21	95.34	75.13000000000002	44.35	81.41000000000003	75.57000000000002	57.5	37.11	57.11	89.13000000000002
K15831	hycF; formate hydrogenlyase subunit 6	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K15832	hycG; formate hydrogenlyase subunit 7	59.88	90.57	102.88000000000002	78.5	77.05999999999997	109.37	45.31	103.76	42.02	43.67	67.86	95.28	67.18	80.75000000000001	100.12	202.92	96.54	104.34	143.68000000000004	179.12000000000003	100.85	111.96	77.27	128.85	63.23	84.41000000000003	85.59	109.29	101.36	45.97000000000001	45.53999999999999	86.89000000000001	54.03	72.22	66.11999999999999	107.63	134.93	165.21	95.34	75.13000000000002	44.35	81.41000000000003	75.89999999999998	57.83	37.11	57.44	89.13000000000002
K15833	hycA; formate hydrogenlyase regulatory protein HycA	48.38	73.07	88.88000000000002	73.5	59.56	103.37	31.81	89.26	37.02	37.67	61.86	75.28	56.18	50.74999999999999	74.11999999999998	151.92	90.54	99.34	131.18000000000004	174.62000000000003	94.35	105.96	53.77	106.85	50.23	55.91	78.09	84.78999999999998	74.86	40.47000000000001	37.54	76.89000000000001	49.53	55.22	59.62000000000001	85.63000000000002	83.43	74.71000000000002	21.84	55.13	31.35	31.91	33.4	37.83	22.110000000000007	39.44	38.13
K15834	hycH; formate hydrogenlyase maturation protein HycH	59.88	90.57	102.88000000000002	78.5	77.05999999999997	109.37	45.31	103.76	42.02	43.67	67.86	95.28	67.18	80.75000000000001	100.12	202.92	96.54	104.34	143.68000000000004	179.12000000000003	100.85	111.96	77.27	128.85	63.23	84.41000000000003	85.59	109.29	101.36	45.97000000000001	45.53999999999999	86.89000000000001	54.03	72.22	66.11999999999999	107.63	134.93	165.21	95.34	75.13000000000002	44.35	81.41000000000003	75.89999999999998	57.83	37.11	57.44	89.13000000000002
K15835	murR; RpiR family transcriptional regulator, murPQ operon repressor	25.0	38.0	40.67	37.0	27.67	50.0	5.0	50.0	6.33	9.0	14.0	19.67	17.0	13.67	3.0	57.0	10.0	12.33	19.33	29.67	17.67	15.33	4.67	42.33	9.33	7.67	16.0	10.0	16.67	9.0	5.67	30.33	8.33	13.33	12.67	4.33	15.0	10.67	2.0	36.33	6.0	11.67	10.33	5.33	7.67	11.67	0.33
