pathway	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	25788.4522	22990.5242	25521.8589	22367.576	35370.0458	21706.547000000002	31655.0226	31169.3444	20729.1264	26149.1021	22164.9914	31486.5416	28896.4776	36866.7914	34606.7073	33530.0627	26819.866	20225.2984	34551.6673	20756.1439	36587.5974	32784.9813	28801.2666	30458.8951	30323.6253	25811.7511	24087.8309	17229.2855	26621.2443	31009.1256	28231.9058	24465.4405	33126.1362	28907.8419	25183.0097	27565.4885	26518.772999999997	29494.8138	25260.7893	23701.132	36379.2854	26511.3155	17038.6507	27720.2364	33337.5316	31282.2611	27229.6977
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	27098.2928	24064.3412	27963.1233	23453.7838	37874.056000000004	22054.0033	32956.8267	32483.776	21548.0914	27872.2852	22380.9943	33142.1178	30193.0887	39093.902	36896.2998	34072.3481	28933.61	20856.596999999998	36793.2801	21274.6412	40337.3832	34413.2649	29565.9563	32407.2346	32182.0897	26702.4757	25897.6444	17885.9392	27663.057	32848.8478	29664.0934	25753.979	35036.5778	30489.542999999998	26565.5134	28629.8675	26978.3526	30156.8256	25296.7219	24787.6001	38073.5657	26210.1975	17406.0094	29014.4028	35375.6434	33155.9877	28062.2887
PWY0-1319	CDP-diacylglycerol biosynthesis II	51002.6757	37585.2563	34660.2969	45053.9919	43640.5806	38929.8713	46711.3317	45157.123	42729.5251	46034.7763	31650.1696	43473.8354	37497.2276	46419.6011	43828.6288	43595.6671	38059.7582	30496.45	45449.2336	34908.9929	43549.1999	40228.8023	38523.1473	40243.9995	45866.3084	39506.3264	35376.8136	32453.461	38586.3197	48711.4767	48464.5332	49489.6599	48896.4957	43718.869000000006	38170.6466	41730.1611	40063.039	42164.8518	38421.4454	31793.5627	53157.7486	39293.4185	23952.8471	44911.892	56618.9019	50804.3263	40519.8561
PWY0-1338	polymyxin resistance	414.5213	233.2056	222.5345	207.1596	370.4907	287.8105	88.5648	908.9437	153.185	100.5437	160.226	165.325	202.8981	129.6685	169.3843	343.1901	226.3891	230.2767	317.613	405.7901	486.9967	263.1437	147.7171	271.8557	577.501	175.437	210.5776	227.2552	214.1282	573.9903	463.6069	307.8094	436.2679	142.39	270.7653	220.1224	212.1076	184.765	54.2328	176.2232	100.727	72.1689	75.3448	87.2384	72.876	241.3905	184.84400000000002
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	442.8451	342.7246	746.9759	780.6208	370.1886	450.2934	453.14300000000003	465.1068	225.0804	286.1501	455.4656	381.0209	322.9349	315.4812	370.1601	470.0362	407.4676	513.7737	545.224	672.2357	388.833	500.8298	422.3324	435.6471	328.6231	658.3081	596.4958	454.6367	405.5525	302.3423	253.6561	278.673	233.4895	290.1081	402.7879	627.1946	680.3456	652.7909	1455.9274	664.2726	235.2055	390.30400000000003	586.8684	401.6514	228.8192	454.8863	462.3351
PWY0-1479	tRNA processing	1709.9518	1178.6023	1440.9918	1694.4470000000001	1726.4113	1303.7249	969.1901	1492.7489	1207.6482	1063.3452	1158.3652	1284.1998	805.7528	1051.5708	931.3119	1968.8108	1033.1125	943.7876	1403.0616	1200.6512	1137.1504	779.0082	845.5302	1410.9253	1102.7145	1250.3137	1080.5155	892.2517	608.0922	1622.7853	1927.4269	2647.7576	1608.6796	1442.8125	1547.0337	1349.7409	1476.1488	2971.8519	6488.2724	4074.2198	2006.3968	5847.6881	2985.7572	594.8431	533.4288	1046.1496	908.1133
PWY0-1533	methylphosphonate degradation I	229.0719	303.6541	408.1007	376.7566	290.4757	473.5501	190.922	319.6783	133.2855	95.1521	252.046	323.2733	193.6783	206.2819	243.0327	479.4015	220.7258	239.7758	325.7138	454.5494	221.0055	305.8062	218.1893	337.8347	138.8816	154.1951	223.1176	272.2813	209.6512	135.4419	144.5334	223.8436	139.1332	140.1175	150.6009	266.1589	245.3629	252.2089	160.1645	231.6126	99.132	77.7653	116.7031	109.5648	95.4044	145.6843	183.6064
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	50183.9286	31773.241	16195.233999999999	43041.1014	34973.1683	36315.7379	41063.3347	39705.7884	40006.7239	43006.7116	25881.3086	32764.3476	23999.9107	35632.2471	32613.9653	30497.7379	26896.9766	21885.1102	38919.5695	29777.0164	25676.8986	28131.0027	28948.0021	29920.1957	37096.6936	26835.3623	20187.2043	20995.6251	33309.9389	44094.8072	44470.7964	49464.926	40290.1435	37776.3618	29949.9801	39871.9897	41556.2962	39242.8004	36222.333	25593.6377	48394.5614	29423.235	20012.0345	45712.8014	55924.4065	49082.1948	39256.6004
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	5901.5627	10663.8991	17852.4849	8184.8536	7685.0378	6836.5175	6109.3862	8045.6494	10767.1104	6695.5902	7922.5625	12272.4682	15394.361	5711.6467	8899.017	5918.151999999999	13174.5526	7476.7594	5435.1299	8887.3034	12627.8651	6473.1911	6388.0791	12119.2194	13875.81	16871.4268	19386.1021	19382.5246	8059.0989	6066.3606	6323.3708	6616.9913	8718.0706	6395.8987	11049.9728	13747.4277	13475.7108	14049.0225	13299.3003	9296.0347	6789.5657	13673.7216	9628.417	5929.8286	3405.5951	5728.2263	10221.5145
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	5267.8089	8374.2101	12677.4835	7010.0985	6916.6848	6589.7769	5842.4179	7315.1258	8416.9718	5645.5625	7245.1189	10232.5922	12134.6319	5527.6536	8056.4813	5793.3288	10724.2811	6685.0665	5086.7696	7705.2143	10042.4248	6029.1193	6018.1511	9782.1836	9743.7243	12155.863000000001	13592.4608	13800.2131	7111.0602	5282.8363	5626.2354	5858.2411	7378.3231	5751.9858	8494.355	11730.5041	11536.8942	11632.5837	11200.4373	7613.8389	5796.146	10064.511	7675.318	5169.0125	3188.6208	5108.1952	8997.0585
PWY0-321	phenylacetate degradation I (aerobic)	69.1468	94.9713	139.2278	99.6517	88.4917	118.6842	68.8559	88.4535	63.8439	64.2669	115.9902	127.1633	83.3281	78.4388	148.0552	214.7643	150.9703	189.5263	216.3301	275.5549	152.6474	179.5736	120.7212	144.859	98.2673	106.85600000000001	145.8569	171.6207	122.9662	71.1463	75.6814	99.839	87.6479	87.5578	105.7263	159.8525	129.0334	128.6433	55.6572	49.8778	55.397	54.2313	56.6626	71.4671	35.7665	59.1267	89.0371
PWY0-41	allantoin degradation IV (anaerobic)	148.236	182.2711	387.83099999999996	225.3103	183.3628	235.1003	181.2808	164.8527	180.6244	142.7548	470.1034	327.6466	278.0779	281.2847	41.1597	63.2705	74.2729	52.0264	203.2862	214.5945	83.5176	131.1643	147.7152	173.9013	154.1952	166.2894	372.1705	281.0631	197.9066	199.46	102.6183	114.9011	125.7019	114.6645	369.4275	252.8503	154.4222	193.4021	118.4353	47.6723	77.9084	92.3465	227.1203	133.6401	99.6403	259.3943	91.0321
PWY0-42	2-methylcitrate cycle I	28.3035	49.7578	100.9318	52.873999999999995	41.5026	57.3972	33.9401	24.2407	11.3352	27.9167	58.273999999999994	46.7994	31.6829	29.0337	46.3868	56.0653	38.0154	64.0093	68.6739	64.0266	34.5943	40.1526	63.9695	53.7242	39.5201	43.1511	91.2527	75.4369	41.1097	29.3189	27.0039	20.6568	12.6327	36.0789	58.4077	41.4738	27.6543	36.1248	41.293	28.7427	17.4243	38.8395	43.5249	35.2258	17.4404	26.9416	57.2047
PWY0-781	aspartate superpathway	7282.8298	6373.2457	6216.8223	8589.8086	7789.5059	9082.663	8047.3034	7325.5131	6434.8666	6997.7327	6880.0566	7539.6782	7704.8877	8478.5419	6942.2673	12935.7316	5508.9539	7160.0816	8434.287	8130.8244	5924.4662	8182.2901	8245.1286	8014.3819	5075.0061	6740.2685	6251.7047	5426.1348	7615.6104	6431.2484	7417.3022	6612.8457	5854.0157	7392.8683	5587.1049	6010.3248	5233.3352	9341.6884	10226.9993	6398.3726	5762.6616	7766.7742	5919.6415	5718.9408	5544.2953	6327.1597	6400.5544
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	1251.9523	3435.3145	7982.536999999999	2488.2426	1785.6701	1980.4959	1403.203	1210.8843	1352.2483	1147.8545	1975.5871	4436.0179	3991.618	966.7279	3057.2082	1218.9468	5063.7086	2099.8192	1359.3372	2133.7657	4802.5364	1443.0406	1442.9265	4147.7724	4196.7144	6107.4130000000005	8048.6499	8380.4928	1554.1554	1068.8158	1118.0323	969.9812	2547.0484	1530.6692	3943.7905	5839.9225	5346.7863	3622.9933	1326.6861	1294.8125	795.9171	974.1684	2301.4882	2170.826	492.0423	1008.8742	4031.054
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	1347.3907	2134.5063	4065.5542	4638.8355	1369.4889	2025.9243	2060.6911	1418.126	1211.1964	1425.3374	2516.031	2664.8036	2514.6682	1576.7373	1469.2325	1526.3648	2723.1044	3105.7861	1950.8573	5596.8141	1964.882	3082.9385	2551.1143	2239.1213	1471.5473	4534.2503	3983.9742	1974.4965	4949.1962	1544.5415	1703.4963	1004.91	1405.3323	1305.59	1432.8707	1623.3332	2296.4313	2651.473	1028.2721	1134.6388	799.9817	1779.4096	1117.2842	1068.7898	646.5662	732.4242	1523.5384
PWY1G-0	mycothiol biosynthesis	40.3599	42.3551	39.0411	46.5137	62.4842	52.7533	27.1743	29.0807	22.7652	7.7912	16.5323	28.103	32.9233	21.6045	21.7657	38.591	29.5577	19.6479	16.4892	38.2772	29.4896	23.8456	41.9559	58.2026	29.2944	24.3212	26.0936	37.8073	31.5592	14.8575	25.5741	28.8821	13.3861	14.3174	16.5157	30.9039	32.9622	33.0956	59.7837	66.3704	30.6509	55.1826	31.0897	23.5659	41.9014	37.0942	19.539
PWY490-3	nitrate reduction VI (assimilatory)	4779.8045	5679.3329	5298.7167	4034.3663	4279.8308	3228.9994	4890.5801	4624.7756	5655.4175	4227.5862	4299.4659	6129.6934	3723.8379	6176.3373	4349.8019	5686.3206	2858.583	6621.8034	4312.4728	4498.3461	3769.2616	5858.4849	6438.1718	4051.6614	5216.2051	7533.03	2759.1323	4604.3773	4395.2136	5759.146	4636.5509	4065.5441	5901.0352	3435.1042	5683.3971	2915.5073	1630.5742	5083.1346	3634.4266	3675.7228	8728.7848	8178.9577	2923.3568	4158.2156	7626.6288	6219.1529	3074.4802
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	45871.7163	33588.6301	30856.6568	40227.7328	39427.6502	35144.8545	41777.0971	40644.4561	37822.4598	41135.0088	28357.102000000003	39103.7484	32737.8747	41974.0908	39713.6055	39462.3447	34194.2001	26734.5301	40555.9366	30555.3476	39196.7419	35649.4873	34300.0632	36031.4295	40680.2016	34425.2427	30934.8111	29166.2998	34252.0659	43786.8442	43607.3862	44606.2557	44030.2452	39221.381	34138.0795	37431.4459	36228.2461	37982.2759	33936.8856	28365.5048	47728.8588	35190.4744	21362.5804	40090.9191	50868.2233	45312.8102	36338.2602
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	45871.7163	33588.6301	30856.6568	40227.7328	39427.6502	35144.8545	41777.0971	40644.4561	37822.4598	41135.0088	28357.102000000003	39103.7484	32737.8747	41974.0908	39713.6055	39462.3447	34194.2001	26734.5301	40555.9366	30555.3476	39196.7419	35649.4873	34300.0632	36031.4295	40680.2016	34425.2427	30934.8111	29166.2998	34252.0659	43786.8442	43607.3862	44606.2557	44030.2452	39221.381	34138.0795	37431.4459	36228.2461	37982.2759	33936.8856	28365.5048	47728.8588	35190.4744	21362.5804	40090.9191	50868.2233	45312.8102	36338.2602
PWYG-321	mycolate biosynthesis	1591.0648	2529.5098	4809.0891	5324.8299	1623.5382	2378.3371	2376.5096	1675.2777	1424.0031	1666.0768	2928.5809999999997	3154.7708	2966.74	1825.4709	1748.2008	1773.5744	3228.7709	3573.4961	2242.5816	6192.286	2344.6198	3474.295	2917.3726	2652.9901	1759.4552	5316.8055	4705.9561	2365.4101	5435.6768	1807.8893	1996.2149	1182.5356	1673.3223	1536.0378	1712.5159	1944.8759	2736.9044	3126.3108	1221.6652	1336.3696	943.4031	2050.3606	1328.3923	1271.6705	755.935	868.3133	1819.9458
PYRIDNUCSAL-PWY	NAD salvage pathway I	37185.3387	27526.2738	24753.3842	32870.2972	31169.7965	26195.536	33604.9571	32259.4755	31374.0596	33940.7896	22471.4858	31355.4461	27173.2206	33421.3989	31372.7103	30956.0368	27192.2205	21932.2119	32599.2155	25042.2317	31530.5194	28847.3806	27519.6245	29153.476000000002	33922.5354	28731.8127	25856.132	22291.2055	28525.9494	35783.4031	35400.2443	36269.3	35737.4795	32177.4057	27872.4546	26178.0586	22156.6619	28292.6231	22375.5838	21778.2026	38567.6102	27217.8082	15590.4759	32169.2762	41350.3907	36665.3413	26953.9547
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	13540.6523	15711.9656	17809.8158	16268.9714	15308.0176	16705.8556	17941.1353	16664.6823	14824.8201	12549.6215	15857.4787	22438.4942	17425.8423	18771.6387	19469.2806	17658.9137	17827.2019	14535.3947	15878.1957	17071.2626	16261.7992	16057.3915	18161.4884	17114.8451	15883.3664	18826.697	18949.7613	17558.8005	18810.2694	15437.5067	13631.103000000001	13072.9183	14016.0258	13130.0019	12796.6179	24569.6979	26443.8485	25624.2465	22824.3098	16033.8816	22967.2264	20453.0471	14955.6269	22120.8235	17438.5135	17905.663	23903.6026
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	860.0041	2455.7524	5778.75	1711.8115	1255.8217	1427.4484	1025.2038	885.8445	1023.3442	837.4793	1452.6552	2925.4159999999997	3042.4838	690.1541	2027.6416	847.4932	3340.1091	1571.7309	964.1726	1591.3499	3142.6526	1074.0255	1066.4143	2931.0937	2983.8038	4531.6119	6079.7978	5942.2342	1159.5905	760.9832	795.1964	665.9896	1685.5949	1087.2245	2669.7821	3844.3052	3380.4833	2381.6716	890.3665	939.0472	558.8624	695.2641	1618.6871	1432.3289	344.80800000000005	725.2685	2624.5764
REDCITCYC	TCA cycle VIII (helicobacter)	3279.9563	3300.4797	2742.8494	7214.6297	2603.0252	2043.1071	4230.5293	3518.2598	2588.6479	3150.2864	5881.6727	3794.4343	1922.6618	3514.8707	2028.0584	2851.1694	1990.4323	1974.5509	2111.1162	4204.9018	2997.4804	1726.4508	2046.5701	3531.8267	3436.3787	2690.3576	2414.2369	2579.2102	2262.9042	2509.5241	3578.3309	5171.6024	5203.4727	2700.1290000000004	4390.8796	1857.6132	1102.5978	2119.8616	1370.5969	2348.2412	1616.0681	1426.1565	1316.7826	1168.9645	1489.8188	1559.6218	1471.1045
RHAMCAT-PWY	L-rhamnose degradation I	3563.6424	4994.1752	9652.3856	4166.0663	11028.0121	3570.7335	7753.8445	6715.3625	3111.2427	5327.9846	5525.3814	7449.879	9913.7783	8781.8479	9095.436	4768.5397	7587.0599	5522.1217	8276.6582	4425.9013	13332.838	8383.93	6121.6052	9278.7571	7156.6544	9367.1317	8067.4115	3703.4268	7394.1639	6986.9816	5892.3137	5729.096	8169.7542	7555.4725	5820.5118	3148.7969	2033.7238	6644.6591	3916.3271	6069.0325	8439.2402	5106.5644	4183.6417	5834.3936	6889.2962	4787.8661	4528.5353
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	17591.1164	17174.1493	22790.3797	18330.4143	21178.1106	14981.2442	21294.4557	20329.2787	16021.0131	16507.796000000002	15811.1376	25573.0241	20711.7511	23582.0568	23620.5723	20872.363999999998	21174.8461	15708.1676	20428.7351	17212.2797	24718.3119	20740.5215	20074.0183	22045.6777	21555.283	22604.2741	22311.6937	19025.3742	19905.7274	20433.4881	19539.7208	16550.9834	21263.432999999997	18300.8362	17141.8515	26318.2342	26971.2707	26904.412	23208.5566	19086.6446	28765.3494	24620.1782	15971.1466	24621.8709	24356.8018	23601.6641	25211.7305
RUMP-PWY	formaldehyde oxidation I	2567.8366	4013.2443	2276.7452	2156.036	2818.935	2323.6187	2651.2795	2564.5099	3767.8217	2080.6564	3756.978	2884.3646	2360.3583	3014.4821	1773.9698	2482.5932	1316.3784	3410.7226	1914.2013	2254.5815	1747.9901	2717.2013	2950.7167	3043.2943	1839.8549	2585.9081	2076.1847	2213.1197	4062.3561	2590.7957	2206.9678	2740.8882	2375.3692	2346.9237	2436.8915	1298.839	1202.1674	2021.269	2301.887	1797.6186	2642.5174	2668.0370000000003	1636.2988	1658.9648	1989.0605	1718.1147	1946.7466
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	10801.6756	9535.5297	14826.9873	9353.1486	18129.1658	10519.0181	14384.6693	13792.4147	8924.2661	10608.2612	10493.3462	13951.3611	16047.8477	16040.8967	15431.633	12207.6871	12979.0056	10690.138	14229.2953	10670.5028	21085.0267	15261.5219	11551.0344	16333.678999999998	11583.7134	13754.2869	13609.1864	7304.3665	11429.0649	14099.7562	13042.281	10819.0101	14975.3138	13716.8593	10263.4674	8721.0357	5640.3342	9795.2276	9411.0678	11593.8492	13433.7848	11573.7957	7600.7586	7283.2413	9916.4695	9949.298	7825.0733
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	44527.7234	32511.0119	28376.907000000003	38854.106	37130.5453	32515.7481	40386.4184	39050.6268	37630.9124	39694.4064	27279.1277	36901.0327	30223.3473	39980.3907	36514.426	35319.7483	31976.3076	25863.32	38803.0249	30011.1326	36341.837999999996	33388.4275	32442.6872	34616.1194	38506.7459	33110.3774	28585.9252	24731.2282	34089.4461	41486.6254	41547.6296	43253.045999999995	42243.4159	37944.5435	32099.8796	34236.7221	32204.9004	33999.1482	31107.7257	26092.9593	46243.65900000001	31608.2797	19326.0828	37804.4806	50680.7785	43423.3844	33540.8924
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	977.5518	2952.7889	6944.6434	1643.3285	1400.2341	1419.6393	1257.981	1583.4975	2893.3940000000002	1313.8394	1918.2422	3809.5064	3109.3851	1066.5895	2554.8697	1099.4998	4248.7476	1197.0715	864.1287	1578.5508	4076.495	1074.219	1085.286	3218.4243	3830.7741	4503.8129	7977.1269999999995	9269.1251	1523.2222	1206.4207	1044.347	907.2649	2171.7276	1167.8267	3253.296	4719.3573	4569.8072	3854.4098	1927.339	1551.4419	1486.2279999999998	2791.0284	2227.3478	1969.9341	727.2685	1035.0864	3748.1742
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	4.979	14.9626	24.9594	0.0	43.3022	4.9835	4.9538	0.0	4.9842	9.8729	14.8615	0.0	54.5823	4.9815	9.9885	0.0	14.9829	14.8606	14.8738	4.9898	54.7674	0.0	9.9083	0.0	0.0	19.9649	14.9863	4.9987	39.1267	9.8765	0.0	4.9772	9.9844	24.4284	19.9558	4.9985	49.857	0.0	0.0	4.9779	9.8733	34.3139	4.9954	0.0	24.34	0.0	49.7844
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	2101.7904	5628.7654	11354.2968	3431.7138	2942.3899	2969.4573	2689.5909	3327.5681	5597.9475	2749.0184	3897.5219	7355.9066	5909.23	2292.1279999999997	5072.0355	2343.7355	7917.3673	2494.4053	1851.9974	3264.366	7642.9492	2275.9973	2310.1955	6242.6092	7120.8189	8240.0752	12516.6453	13571.1361	3189.8256	2568.2154	2238.2358	1962.6727	4448.2541	2490.212	6139.3574	8911.6671	8713.4585	7449.4379	3967.0541	3181.4822	3150.2158	5439.1846	4254.1162	4047.9023	1581.4229999999998	2218.3609	7236.6155
TCA	TCA cycle I (prokaryotic)	4595.8292	8115.9051	15420.1863	6680.3745	5473.6508	5348.9667	5084.9448	5544.9461	5389.8619	3930.5193	5599.4345	10113.3361	9882.5222	4139.3974	7047.7377	4072.134	10828.9596	4994.2389	4004.6801	5898.6398	10572.469	4262.1133	4420.6793	9597.439	9782.2287	13116.4062	15965.5858	16933.224	4759.8789	4357.7332	4496.6697	3619.1615	6427.1146	4382.1174	8334.1268	13189.7107	12446.4108	9507.9773	8063.1428	7075.2986	4453.1551	7175.7905	6860.8029	5584.2833	2695.2264	4702.6367	9605.2245
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	503.0516	676.0034	902.1622	571.5815	620.8653	881.0477	460.2327	800.3661	378.2298	400.6606	651.5415	642.6695	665.8137	514.5923	530.5267	936.5434	600.2643	657.6463	749.8148	937.7623	635.5371	607.0993	486.1925	790.9916	455.1015	445.7543	742.7602	627.2004	536.6112	313.2816	320.3556	468.5763	309.0569	372.5916	509.2717	576.3323	579.5089	515.929	467.3807	641.5207	318.8082	428.3133	456.8842	385.1779	300.10900000000004	393.9428	537.6335
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	1344.0178	4284.2318	2157.321	1129.7022	2820.3138	1724.0973	1370.5391	1875.9682	3414.1789	2093.2274	2837.4131	2408.6679	2352.3477	2892.4474	1763.1805	2425.6683	840.3933	3718.8446	1599.1992	2094.2064	1362.7912	2905.7783	2647.4796	2300.8914	1335.0016	1943.3413	1452.3216	2422.4679	3171.3239	1562.3521	1076.9993	971.7195	1289.6129	1507.9951	2362.1146	1104.7091	893.9469	1764.7957	2119.6334	1495.8186	1573.3685	2083.3197	1210.0929	1205.8818	1709.6405	1648.8403	1326.2186
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	4189.7171	7192.8711	12018.105	6322.398	5089.5736	6127.097	6179.307	5163.049	6521.5859	4541.4668	6021.8334	8629.6875	9712.6635	6021.7216	6398.4514	8073.6246	9071.5498	7558.7705	4817.7683	8148.5014	8305.9227	6495.6055	6177.4842	8432.1525	8100.0141	10971.7963	12742.9836	12589.6988	7522.6174	4492.7841	4772.5608	4174.6785	5427.3134	5062.1589	6666.0027	11053.5538	10439.9653	9331.2945	8552.4224	7202.8806	4416.6522	10703.3019	6594.7473	4739.9354	2291.1821	4344.1301	7893.03
THREOCAT-PWY	superpathway of L-threonine metabolism	144.5336	207.065	250.9935	191.6544	272.1774	326.8497	124.6754	181.3567	133.2428	132.4948	216.4399	239.8047	272.6692	186.9724	439.8108	644.7108	469.4005	559.9427	584.8053	775.3963	477.7793	599.4089	235.4379	258.0569	166.5689	201.5797	241.1148	291.3085	313.94	157.477	156.2318	202.6581	221.0477	265.7527	237.597	361.9314	303.2915	306.6465	103.8692	151.4116	132.0581	101.1186	97.7574	143.5435	100.5371	185.8178	78.6348
THRESYN-PWY	superpathway of L-threonine biosynthesis	40936.8586	30645.3499	28573.4683	37368.1152	36575.3754	33535.6389	39292.0989	37724.0618	34436.4683	36923.3811	27678.4399	35985.0095	31761.9761	38849.227	36826.4099	36629.7856	31311.3751	26494.2593	37340.4055	30043.0429	36020.8245	34072.3332	32855.0029	33789.8839	36639.1776	33522.6483	28364.3466	25040.438	32929.8466	39584.9054	39440.416	40214.8204	39780.7086	36328.943	31011.1501	34860.9175	34108.8636	34773.6108	32127.1988	26424.6254	42822.5563	32192.6143	20013.7084	35790.9761	44887.3813	40413.6799	33384.2867
TRNA-CHARGING-PWY	tRNA charging	41367.145	31321.5441	29182.2509	36971.8466	36082.6027	32655.6616	38630.876000000004	37371.5231	35470.9102	37422.9612	26895.2523	35935.9165	31825.5979	38454.8633	36431.0464	36174.9215	31732.6295	25803.0845	36895.4641	29401.2923	35968.5423	33294.7013	32102.3872	33617.1451	37482.2473	33275.9265	29966.9336	27559.2595	32537.9212	39538.8263	39522.2242	40362.4744	39845.9322	35952.6201	31377.3576	34688.1177	33697.6264	34723.6433	31325.7874	25969.4825	42627.7915	31711.4927	19808.8097	36000.6199	45442.7309	40797.0825	33200.3757
TRPSYN-PWY	L-tryptophan biosynthesis	38385.9138	27034.5725	26113.2933	33123.8282	30428.0474	26309.5372	32313.1457	31442.0524	29910.7539	34575.5409	20398.3057	32869.0677	24287.2085	33050.692	32038.5182	30166.2205	28717.3992	20949.341	33574.3471	24941.1214	32522.6826	27386.6493	27187.8867	29100.7964	34638.377	28783.4404	25800.4676	24511.0267	27611.5183	36753.5027	36458.0759	37374.3225	36768.3784	31764.9395	28454.4807	34378.3098	33689.3019	33273.5169	28990.8622	24203.5175	40747.7253	29862.7483	18509.5397	35797.7758	43753.4075	39653.2723	32418.1553
