Pathway	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Sphingolipid signaling pathway [PATH:ko04071]	10.0	30.7	64.9	47.6	23.7	24.8	13.8	12.5	8.4	11.0	42.9	32.3	12.2	9.3	14.2	16.0	14.6	19.7	48.6	42.3	9.6	16.3	22.9	20.0	12.4	21.7	58.8	45.5	12.6	9.1	12.3	10.0	9.0	10.5	52.6	26.6	15.9	21.5	24.4	28.5	16.5	42.0	47.8	23.3	20.5	16.6	8.4
Spinocerebellar ataxia [PATH:ko05017]	1006.94	1009.45	1650.54	1575.6100000000001	1030.3200000000002	1042.16	804.1099999999999	832.46	664.0	755.9100000000001	901.87	641.75	870.1199999999999	601.9300000000001	535.99	767.39	571.47	982.06	658.78	930.8499999999999	546.32	539.75	655.9	844.62	671.93	1589.96	677.6700000000001	431.90999999999997	573.28	966.3	1102.72	1233.05	958.0799999999999	985.6600000000001	928.49	605.51	366.54999999999995	609.83	459.61	581.16	383.05	309.08	412.52	351.15	142.07999999999998	345.55	540.1199999999999
Staphylococcus aureus infection [PATH:ko05150]	4471.77	6990.0599999999995	9350.69	2987.8700000000003	10708.52	5113.05	7265.58	8092.389999999998	6562.33	6993.639999999999	6255.040000000001	7113.12	10533.890000000001	11693.71	9480.150000000001	6660.08	6212.549999999999	6973.210000000001	7815.41	4639.289999999999	12235.83	7978.52	8417.32	7976.550000000001	6434.1900000000005	6973.35	7536.58	4307.24	7831.310000000001	5975.24	4805.99	3489.91	6696.15	5949.889999999999	6587.030000000001	3366.14	2397.33	7201.18	6140.64	6196.390000000001	5376.6	3698.1099999999997	5003.87	3570.38	4607.589999999999	5783.62	4098.18
Starch and sucrose metabolism [PATH:ko00500]	1246260.2900000003	979282.09	966467.8799999999	1035928.9499999998	1231530.1000000003	838216.0800000004	1164277.5499999998	1122532.27	1060767.51	1202993.7099999997	760047.7500000002	1078035.9	1014559.7699999998	1248497.6400000004	1167701.2099999997	1044036.2100000002	978579.2500000003	823620.7599999998	1236754.14	819315.9500000005	1309988.0400000003	1121891.8400000005	999763.1300000002	1095341.0899999999	1187095.2800000005	1051510.36	916959.6000000001	750504.75	1007714.81	1256599.0300000003	1206156.8400000005	1228325.3900000004	1272651.35	1138478.0100000002	990210.81	889551.5	773739.4400000003	923923.8899999999	731764.4099999996	769764.6200000005	1284241.5000000005	834944.6900000002	520822.93000000005	1026990.6100000005	1418621.7000000007	1249468.08	862319.1900000002
Staurosporine biosynthesis [PATH:ko00404]	25.0	95.0	61.0	13.0	18.0	32.0	26.5	14.0	17.0	103.0	51.0	17.5	0.0	38.0	51.0	19.5	45.5	108.0	43.0	33.0	9.0	3.0	48.0	18.0	9.0	129.0	45.0	17.5	1.0	34.0	12.0	16.0	24.0	112.0	56.0	19.0	1.0	27.0	51.0	16.5	18.0	124.0	19.0	16.5	6.0	16.0	107.0
Steroid biosynthesis [PATH:ko00100]	35.67	720.33	3356.83	46.67	57.83	44.0	28.0	25.83	88.33	39.0	83.0	1789.33	833.33	81.17	1090.67	72.83	2329.17	47.17	23.0	57.33	2065.5	48.0	57.67	1226.67	1448.17	1625.33	3759.67	5743.67	98.0	35.33	42.67	28.33	751.5	33.33	1333.0	2693.5	2763.5	1306.67	306.0	54.83	17.5	140.32999999999998	651.33	606.33	66.0	128.67000000000002	1613.33
Steroid degradation [PATH:ko00984]	267.5	263.0	144.42000000000002	143.5	494.83	425.5	227.17000000000002	309.0	97.0	143.25	30.0	50.84	368.67	268.33	213.5	286.33	212.0	216.67000000000002	27.33	73.17	341.25	198.0	273.75	327.25	146.75	181.5	76.5	81.67	298.5	183.66	279.33	209.0	86.25	81.17	44.33	59.58	270.0	311.5	274.67	367.92	95.25	135.67000000000002	47.17	21.17	198.17000000000002	205.34	275.0
Steroid hormone biosynthesis [PATH:ko00140]	728.8100000000002	1404.12	1685.39	1403.13	1139.62	1719.36	1510.9400000000005	776.21	962.35	967.66	1369.72	955.95	1994.79	841.75	822.04	713.51	819.3699999999999	2306.61	1041.06	1981.8	1028.85	1619.57	1695.37	1302.75	767.03	2184.640000000001	1022.12	887.28	1773.55	819.95	986.42	545.9200000000001	790.5799999999997	1246.0299999999995	929.14	1340.16	1025.52	707.8299999999998	412.8300000000001	1126.0300000000002	581.8	540.3299999999999	548.7199999999998	724.47	344.5800000000001	768.2	1098.5900000000001
Stilbenoid	2.0	0.0	15.0	14.0	0.0	0.0	0.0	3.0	2.0	0.0	15.0	17.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	14.0	0.0	0.0	0.0	3.0	5.0	1.0	11.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	15.0	0.0	0.0	0.0	1.0	2.0	0.0	7.0	10.0	0.0	0.0	0.0
Streptomycin biosynthesis [PATH:ko00521]	250588.28000000014	209523.17000000004	225125.96	217069.95000000004	247361.65000000008	189530.26	245171.97000000003	234434.94000000012	220843.12000000008	236806.84000000005	170481.26	244449.21000000008	219923.65999999992	258570.8600000001	247991.65000000008	223841.21000000002	216560.85000000006	169047.40999999997	241695.3800000001	179307.36000000007	271823.7100000001	226912.63000000006	208841.72000000003	233047.88999999996	252305.13	232234.41999999998	216712.82000000012	185224.17000000007	214378.44000000003	256509.94000000006	245040.1900000001	247579.97000000006	265277.84	229936.17000000004	211519.1	216095.99000000002	198038.71000000005	227215.14000000007	194753.23000000004	182611.29999999996	290572.45	223023.34	133948.58000000002	230995.31000000008	294184.0000000001	263516.95999999996	208356.62000000005
Structural proteins	104867.26000000005	93502.23000000001	111550.50000000003	101441.57999999999	103057.07000000002	81263.14	101312.5	96562.99000000002	101460.89000000001	100774.72999999997	77228.98000000001	99755.92000000003	110942.61999999997	95713.32000000004	93320.24	90931.02999999998	94044.62	80336.25999999998	94947.41999999998	90682.35000000002	110858.39000000001	93968.93999999997	85011.15	105481.68000000002	118854.14	118616.67	115649.67000000001	94159.43000000002	95002.00000000001	108756.01000000002	108913.97000000002	109634.42000000001	113195.62000000001	102131.80000000002	97609.01	87777.56999999999	78913.29	91666.15000000001	79794.26	81886.01999999999	106598.66000000002	99674.56000000001	59413.25	83766.77000000002	102999.90000000004	101274.74999999999	78904.01999999999
Styrene degradation [PATH:ko00643]	11639.6	10040.509999999998	12560.840000000002	9144.080000000002	14906.010000000004	11839.84	14281.77	14386.13	10459.130000000001	8404.6	13045.859999999999	12134.489999999998	9754.01	15142.199999999997	13650.160000000002	10781.350000000002	11500.530000000002	8302.140000000001	10647.14	7599.980000000001	16279.31	11156.900000000001	9035.940000000002	14332.510000000002	10989.54	10169.519999999999	10109.34	7018.08	10507.080000000002	11026.769999999997	11722.059999999998	13865.519999999997	15951.33	12165.05	12176.170000000002	5753.759999999998	4082.3599999999997	7845.940000000001	10642.59	9905.940000000002	14025.070000000003	11321.67	6355.52	5074.530000000001	11091.21	7842.54	6024.259999999999
Sulfur metabolism [PATH:ko00920]	236757.97000000015	181883.62000000002	170203.58	208052.83000000005	183922.52000000005	170724.97999999995	199206.94000000003	199654.64000000007	211087.86	208905.41000000006	142056.34000000005	195053.84000000008	170618.92999999993	201523.98000000013	198982.04000000004	190291.36000000002	180334.49000000002	147848.4	213906.41000000003	164225.67	199345.47000000006	179968.52999999994	176680.22000000003	181705.46	201840.77000000008	197185.04000000007	175738.72000000003	173946.1000000001	174596.44000000003	203951.95000000007	208874.58000000007	220765.30000000002	211789.97999999995	189098.15000000008	169347.03	198321.25999999992	188080.53999999998	204494.4600000001	198247.00000000006	164714.56000000003	226034.50000000003	221055.40999999997	123727.18000000004	192667.72	256371.48	217531.57999999996	186907.69000000003
Sulfur relay system [PATH:ko04122]	191187.3600000001	147241.07000000004	146908.98000000004	173648.30000000005	182787.06000000006	157759.40999999995	187250.98	185079.43000000008	153735.62000000005	169917.49999999997	130203.84999999999	185998.52000000002	146564.16999999995	199112.36000000007	190983.32000000004	183952.51000000004	158512.79000000004	122457.93999999999	183831.83000000005	140877.36000000002	186258.47000000003	163213.16	161517.45000000007	167871.77	173925.57000000007	154942.79	138229.81000000006	121108.06000000001	158071.81	190806.61000000002	187043.28000000006	182259.39000000007	190346.12000000002	171439.80000000005	147141.50000000003	164153.03	160071.29000000004	183356.53000000006	169745.71000000002	139094.97	223144.03000000003	176176.13000000003	106730.35	187054.94000000006	222238.86999999997	198335.56	169437.84000000005
Synthesis and degradation of ketone bodies [PATH:ko00072]	43819.99000000001	29828.04	18963.949999999997	39134.4	29730.83000000001	32124.059999999994	39355.72	36943.860000000015	37918.25	35396.16	31302.610000000008	31631.190000000006	23256.309999999998	34541.98000000001	28911.290000000008	33979.12000000001	25029.20000000001	23580.600000000002	31669.440000000013	27849.07000000001	24650.0	27225.68000000001	28715.48000000001	30038.81	32351.23	28682.249999999993	20413.240000000005	19830.739999999998	30178.480000000003	36660.86	40059.85000000002	46311.630000000005	40449.53000000001	35524.929999999986	29257.190000000006	28669.449999999997	27866.43000000001	28505.11	25278.05	22053.04	39865.469999999994	25326.76999999999	15168.01	32090.710000000014	42190.62	36193.54999999999	28701.33
Systemic lupus erythematosus [PATH:ko05322]	0.0	1.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	2.0	5.0	3.0	3.0	2.0	1.0	2.0	5.0	4.0	0.0	6.0	5.0	1.0	1.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0
Taurine and hypotaurine metabolism [PATH:ko00430]	112222.78000000004	86943.68000000001	76981.69000000002	97871.00000000001	97628.31000000004	84739.17000000003	101587.42000000001	98631.28000000003	98224.45	101361.91000000002	71678.40000000001	91796.45000000003	84761.79999999999	101656.44000000003	93262.88000000005	95083.05	80258.00000000003	72305.43999999999	98974.38000000003	77867.88000000002	94618.87000000004	91120.93	85919.08	90370.99	99116.19	89137.08000000002	76013.54000000004	69626.89000000001	87623.10000000002	107393.06000000004	104971.82000000002	109597.77000000006	106218.81000000001	95277.49	84278.43000000001	83283.94999999998	76827.16000000002	87127.41000000002	76241.18	72599.01999999997	110350.89	87152.58999999998	51205.780000000006	89825.84	118271.94000000003	106450.39999999998	80411.26000000002
Terpenoid backbone biosynthesis [PATH:ko00900]	480314.1800000001	353255.3499999999	312172.0900000001	423698.88	399350.56000000035	364142.5700000002	434581.2300000001	417334.6100000004	407516.67000000004	433072.8600000002	298746.2500000002	393476.00000000023	347674.7199999999	424330.14000000013	400886.4300000001	399209.22000000026	346637.85000000015	288529.15999999986	415264.83000000013	327463.4	392309.5700000002	369425.92000000004	355539.3400000002	374156.1300000002	424527.0400000001	369346.87000000005	323731.24000000017	299367.28	364162.07999999996	452465.83	455148.58000000013	471539.2400000001	455998.24000000017	409640.3400000002	355688.3100000001	380219.7500000001	365406.79000000027	374923.77999999997	336215.4	282754.8799999999	477246.5000000001	342824.0299999998	211688.82000000004	401432.4100000001	520909.4200000003	464662.68999999977	361902.11000000016
Tetracycline biosynthesis [PATH:ko00253]	23.0	23.0	1.0	11.0	9.0	5.0	2.0	4.0	34.0	24.0	2.0	7.0	2.0	4.0	4.0	3.0	18.0	6.0	8.0	6.0	3.0	6.0	2.0	9.0	30.0	32.0	2.0	10.0	1.0	6.0	5.0	0.0	26.0	12.0	6.0	8.0	4.0	0.0	2.0	2.0	18.0	20.0	0.0	0.0	1.0	1.0	0.0
Th17 cell differentiation [PATH:ko04659]	38503.330000000016	28824.469999999994	27189.970000000005	34765.52000000001	33431.19000000002	30460.26	35846.7	34465.60000000001	32596.130000000016	34715.36	24707.18	33333.60000000001	29603.549999999992	35232.74000000002	34057.42000000001	33748.03	29646.030000000013	23813.049999999992	34333.22	27000.17	33584.17000000001	31003.06	29451.26	31263.21	35180.829999999994	30774.680000000015	27911.76000000001	25633.37000000001	29874.55	36883.12000000002	36908.51000000002	37600.17000000001	37026.89	33447.520000000004	29337.35	32545.23	31947.52	31564.92	28468.89	23761.74999999999	39530.37	29206.609999999986	17955.72	33623.07	42356.12000000002	37889.15	31074.80000000001
Thermogenesis [PATH:ko04714]	22094.050000000017	19390.990000000005	19048.730000000003	20885.620000000006	17413.180000000004	18277.299999999992	22461.41	19659.590000000004	22659.310000000016	20015.28	18943.570000000003	19199.269999999997	22508.090000000004	17451.61	12657.93	18294.270000000004	17436.469999999994	21543.739999999998	13935.040000000003	21580.100000000006	13451.760000000002	16752.25	20252.23000000001	20477.010000000002	21414.530000000006	26460.180000000004	21843.590000000004	13362.449999999995	24829.729999999996	24346.440000000006	23701.040000000015	26978.380000000005	22830.959999999995	22875.570000000003	19345.399999999994	23231.42	26245.370000000014	21768.670000000002	20860.730000000003	16784.77	19767.070000000003	15069.31	13041.669999999998	16220.700000000003	12233.14	17968.469999999994	20350.020000000004
Thiamine metabolism [PATH:ko00730]	357171.9900000002	291835.64	312893.2300000001	334355.62000000005	360128.0300000002	314693.25	368171.34000000014	360198.8400000002	297018.5600000001	323882.30999999994	262016.11000000002	371073.4400000002	308272.3799999999	390926.06000000006	380333.1200000001	359181.86000000004	324698.6000000001	251003.22000000003	345147.26000000007	280671.68	377980.6600000001	320601.2700000001	319110.8500000001	339831.35999999987	346887.84	326491.92	301452.37000000005	269422.8600000001	320243.92000000004	368999.2800000001	362255.36000000016	346916.5700000001	371809.5900000001	334512.5400000001	295859.61000000004	357134.71	366312.3700000001	382385.41000000003	341497.58	272383.7899999999	420695.38	333529.63999999996	219332.21000000002	357183.6600000001	406618.42000000004	370933.11999999994	351542.22000000015
Thyroid hormone signaling pathway [PATH:ko04919]	135985.37000000005	94130.78000000001	82271.86	114133.34	108418.51000000004	86487.12999999998	115325.72	109862.69000000005	109793.34000000003	122453.01000000002	71408.13000000003	104645.23000000005	85044.74999999997	115015.33000000002	105064.64000000003	99399.61000000004	92661.62999999999	72073.2	114123.79	81175.66000000003	109631.71000000004	94695.55	91074.20000000004	99393.13	117119.41	94781.26000000001	82446.24000000002	73549.11000000003	95088.22000000003	129576.38000000002	126690.97000000006	133267.9400000001	129127.90000000005	112979.70999999999	97733.40000000004	100089.19	93584.70000000004	96120.77	77797.31999999996	74141.04	136298.45000000007	88127.86999999998	51666.06000000001	112150.77000000002	150990.06999999998	130286.18999999994	96204.48000000003
Thyroid hormone synthesis [PATH:ko04918]	3094.4499999999994	4915.26	6132.76	4500.440000000001	5276.749999999998	6888.029999999998	5705.889999999999	6049.789999999999	5837.109999999999	3677.93	6946.6900000000005	7228.389999999999	9003.87	8142.909999999999	6596.2	9387.719999999998	6526.419999999998	5476.950000000001	6545.300000000001	7753.299999999999	4259.33	7437.819999999999	7760.36	4233.74	5605.159999999998	5429.86	6986.160000000001	4173.07	6475.4800000000005	3022.95	2762.8600000000006	2175.5	2832.8	3069.1400000000012	3460.82	4570.91	4431.64	9530.520000000002	6713.94	4963.890000000001	9052.34	7695.429999999999	5546.47	10797.57	8500.31	7377.3200000000015	8152.569999999999
Tight junction [PATH:ko04530]	7.0	6.0	9.0	4.0	16.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0
Toll and Imd signaling pathway [PATH:ko04624]	5.33	18.0	29.67	19.33	14.0	16.0	8.33	13.67	10.33	11.67	17.33	10.33	15.33	6.33	18.33	15.33	17.0	27.67	18.0	38.0	17.33	17.33	38.33	31.0	25.67	62.0	36.67	24.33	44.0	30.33	35.0	28.33	34.33	38.33	28.0	34.33	35.0	35.33	32.67	22.67	23.0	13.0	13.67	18.67	12.67	19.33	12.67
Toluene degradation [PATH:ko00623]	558.39	617.6400000000001	953.4699999999998	932.73	505.57	770.6500000000001	526.5699999999999	666.49	297.65	472.11000000000007	534.9000000000001	619.37	400.5	476.35999999999996	659.1999999999998	1017.82	590.8299999999999	819.27	807.66	1097.3900000000003	541.28	692.4499999999999	535.3900000000001	700.46	392.49	685.13	631.5	763.28	457.65999999999997	334.68	342.08000000000004	513.73	339.9	418.0	549.22	747.77	526.1099999999999	621.5799999999999	559.05	718.6699999999998	281.04	439.19	486.57000000000005	433.21000000000004	231.17000000000002	372.58000000000004	590.4699999999998
Toxoplasmosis [PATH:ko05145]	805.5	479.7	734.4	939.6	612.2	502.3	533.3	573.0	491.4	505.0	417.4	363.3	289.2	478.3	417.2	662.5	401.1	401.7	463.6	380.8	320.6	262.3	456.4	519.0	494.4	677.7	418.8	321.5	330.6	624.6	716.8	1022.0	567.0	568.5	614.6	506.1	301.4	419.5	430.4	416.5	204.0	224.5	352.8	250.3	109.0	268.1	395.4
Transcription	82013.99000000002	65870.16	65903.01000000001	70630.17000000004	89213.83000000005	66446.93000000001	85870.95000000001	81197.02000000002	69573.64	79179.37	60960.700000000026	78351.73000000003	76464.17	91120.95000000001	88010.20000000004	84729.33000000002	66539.33000000002	58357.779999999984	89291.49000000002	58109.84000000001	92474.23000000003	87118.18000000002	73608.70000000001	77804.51999999999	80959.29999999999	68253.85000000002	61451.32000000002	46151.52000000002	71278.43000000002	86240.42000000001	81394.04000000002	82532.07000000004	86790.78	78491.06000000001	66911.21000000002	79125.94	78354.01000000005	80124.04999999999	68628.11000000002	60707.05	97446.72	63823.52000000003	45078.18000000001	83357.95000000001	99474.21000000002	91475.36999999998	76400.94
